customer_id,sex_at_birth,occupation,employment_type,education,completed_years_of_education,marital_status,relationship_in_household,race,country,type_of_client,quantity,total_spending,total_invoice
731252116,M,Handlers-cleaners,Private,11th,7,Never-married,Not-in-family,White,America,NULL,130,299.93,30
731444277,M,Craft-repair,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,58,251.47,10
731732516,F,Transport-moving,State-gov,HS-grad,9,Never-married,Not-in-family,White,America,NULL,110,120.06,2
732481017,M,?,?,Masters,14,Married-civ-spouse,Husband,White,America,Personal,2,-8.15,1
733131184,F,Priv-house-serv,Private,HS-grad,9,Never-married,Other-relative,White,America,NULL,145,444.35,30
733618308,F,Adm-clerical,Private,Bachelors,13,Never-married,Own-child,White,America,NULL,260,887.78,52
733978111,M,Sales,Private,Some-college,10,Married-civ-spouse,Husband,White,America,Wholesaler,2150,4397.73,118
734526600,M,Machine-op-inspct,Private,9th,5,Married-civ-spouse,Husband,Black,Rest_world,NULL,332,813.83,137
734737037,M,Exec-managerial,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,3,32.65,2
735610102,M,Sales,Private,11th,7,Married-civ-spouse,Husband,White,America,NULL,6,26.30,5
735862966,M,Adm-clerical,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,220,453.68,73
736200684,M,?,?,Some-college,10,Never-married,Other-relative,White,America,Wholesaler,191,561.83,34
736603585,M,Craft-repair,Local-gov,10th,6,Never-married,Unmarried,Black,Rest_world,NULL,441,1254.15,51
737142667,M,Transport-moving,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,Wholesaler,332,580.56,113
739773786,M,Transport-moving,Private,HS-grad,9,Married-civ-spouse,Husband,Black,America,NULL,94,134.46,26
740416898,F,Protective-serv,State-gov,Some-college,10,Never-married,Unmarried,Black,America,NULL,1017,3098.88,46
740471883,F,Adm-clerical,Private,Some-college,10,Divorced,Unmarried,White,America,NULL,200,590.00,1
741022851,M,Other-service,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,-1,-4.95,1
741606577,F,Sales,Private,HS-grad,9,Never-married,Unmarried,White,America,NULL,93,242.02,15
743122174,M,Prof-specialty,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Husband,Asian-Pac-Islander,Rest_world,NULL,6268,2572.08,14
747212839,M,Craft-repair,Private,Assoc-acdm,12,Divorced,Not-in-family,Black,America,NULL,79,116.18,27
747399363,F,Machine-op-inspct,Private,HS-grad,9,Never-married,Not-in-family,Black,America,NULL,14,54.00,9
750548481,M,Prof-specialty,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,321,616.67,88
752327953,M,Exec-managerial,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,Wholesaler,396,1126.79,51
752491166,M,Farming-fishing,Local-gov,Some-college,10,Never-married,Not-in-family,White,America,NULL,40,104.10,9
752716100,M,Farming-fishing,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,166,661.06,15
754482194,M,Handlers-cleaners,Private,12th,8,Never-married,Own-child,White,America,NULL,12,39.24,9
756939173,M,Handlers-cleaners,Private,10th,6,Never-married,Other-relative,White,Rest_world,NULL,5739,12146.56,72
757480291,F,Other-service,Private,Some-college,10,Never-married,Own-child,White,America,NULL,212,453.75,19
759343533,F,Adm-clerical,Private,Bachelors,13,Never-married,Not-in-family,White,America,NULL,250,550.44,64
759462871,M,Prof-specialty,Local-gov,Bachelors,13,Never-married,Not-in-family,White,America,NULL,71,255.04,12
759782173,M,Machine-op-inspct,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,171,345.45,25
760052328,F,Sales,Private,Bachelors,13,Never-married,Not-in-family,White,America,Wholesaler,436,1545.70,21
761650100,M,Other-service,Private,HS-grad,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Rest_world,Wholesaler,670,1409.52,28
762402568,F,Adm-clerical,Private,Some-college,10,Never-married,Own-child,Black,America,NULL,177,215.32,21
762574978,M,Craft-repair,Private,HS-grad,9,Never-married,Other-relative,White,America,NULL,49,119.18,25
763036529,F,Adm-clerical,Private,HS-grad,9,Married-civ-spouse,Wife,White,America,NULL,83,307.23,20
763901394,M,Transport-moving,Private,Some-college,10,Married-civ-spouse,Husband,White,America,NULL,31,63.49,8
766943581,M,Exec-managerial,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,73,221.55,13
767558395,M,Exec-managerial,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,63,147.09,47
768284223,M,Prof-specialty,Private,Masters,14,Never-married,Not-in-family,White,America,Wholesaler,63,129.47,26
768505127,F,Other-service,Private,HS-grad,9,Never-married,Not-in-family,White,America,NULL,10,31.65,2
769560045,M,Other-service,Private,HS-grad,9,Divorced,Not-in-family,White,America,NULL,85,521.50,21
769750274,F,Sales,Federal-gov,Some-college,10,Never-married,Not-in-family,White,America,NULL,360,952.04,40
770875617,M,Craft-repair,Private,Some-college,10,Married-civ-spouse,Husband,White,Rest_world,NULL,7,7.42,1
772170688,M,Craft-repair,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,America,NULL,295,777.75,27
773564357,M,Prof-specialty,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,Wholesaler,355,681.00,57
774406447,M,Prof-specialty,Private,Some-college,10,Married-civ-spouse,Husband,White,America,NULL,10,2.90,3
776325838,F,Other-service,Private,HS-grad,9,Never-married,Own-child,White,America,NULL,519,1415.48,52
776436520,M,Tech-support,State-gov,Assoc-acdm,12,Never-married,Own-child,White,America,NULL,82,131.90,9
778009266,M,Craft-repair,Self-emp-not-inc,HS-grad,9,Separated,Not-in-family,White,America,NULL,223,410.53,29
779009918,M,Machine-op-inspct,Federal-gov,HS-grad,9,Divorced,Not-in-family,White,America,NULL,43,88.19,10
780548117,F,Other-service,Private,HS-grad,9,Never-married,Not-in-family,White,America,NULL,186,484.05,16
781478527,M,Machine-op-inspct,Federal-gov,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,7,5.15,5
782579003,M,Handlers-cleaners,Private,Some-college,10,Never-married,Own-child,White,America,Wholesaler,429,1128.81,37
782785083,F,Adm-clerical,Private,Bachelors,13,Married-spouse-absent,Not-in-family,White,America,Wholesaler,44,114.39,21
783012107,F,Craft-repair,Private,11th,7,Divorced,Own-child,White,America,NULL,4,3.80,4
783140706,M,Adm-clerical,Private,Some-college,10,Never-married,Other-relative,White,Rest_world,NULL,643,1761.47,113
784334127,F,Prof-specialty,Private,Masters,14,Married-civ-spouse,Wife,White,America,NULL,237,555.11,30
784685588,M,?,?,Bachelors,13,Never-married,Not-in-family,White,America,NULL,343,994.17,32
786310251,M,Other-service,Private,Bachelors,13,Never-married,Own-child,White,America,NULL,81,273.67,14
786733384,F,Transport-moving,Local-gov,Some-college,10,Never-married,Unmarried,Black,America,NULL,693,993.68,44
786923667,F,Tech-support,State-gov,12th,8,Married-civ-spouse,Wife,White,America,NULL,24,134.10,12
787943046,M,Sales,Private,Some-college,10,Never-married,Own-child,Asian-Pac-Islander,Rest_world,NULL,241,654.84,34
788102974,F,Other-service,Private,HS-grad,9,Married-spouse-absent,Unmarried,White,America,NULL,282,1098.74,80
790411504,F,Sales,Private,HS-grad,9,Separated,Unmarried,Black,America,NULL,67,209.21,16
792538815,F,Adm-clerical,Private,Some-college,10,Never-married,Not-in-family,White,America,NULL,387,1596.71,32
793740410,M,Adm-clerical,Federal-gov,HS-grad,9,Married-civ-spouse,Husband,Black,America,NULL,576,1206.24,141
794889176,M,Exec-managerial,Private,Some-college,10,Married-civ-spouse,Husband,White,America,NULL,1290,1505.06,98
795487618,M,?,?,7th-8th,4,Married-civ-spouse,Husband,White,America,NULL,131,340.61,24
795503219,F,?,?,Some-college,10,Married-civ-spouse,Wife,White,America,NULL,92,65.05,26
795596139,F,Machine-op-inspct,Private,HS-grad,9,Never-married,Own-child,White,America,Wholesaler,453,1062.55,31
797562768,M,Tech-support,Private,Some-college,10,Married-civ-spouse,Husband,White,America,Personal,48,196.04,7
800343481,M,Handlers-cleaners,Private,Some-college,10,Married-civ-spouse,Husband,White,America,NULL,362,802.93,22
800739108,F,Machine-op-inspct,Private,12th,8,Never-married,Own-child,White,America,NULL,1161,2607.16,51
801619814,M,Farming-fishing,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,66,242.60,11
802046751,M,?,?,Bachelors,13,Never-married,Not-in-family,Asian-Pac-Islander,Rest_world,NULL,16,60.00,4
803065999,M,Exec-managerial,State-gov,Doctorate,16,Married-civ-spouse,Husband,White,America,NULL,169,318.86,86
806410366,F,Tech-support,Private,Assoc-voc,11,Married-civ-spouse,Wife,White,America,NULL,174,539.33,23
806553785,M,Adm-clerical,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,655,367.90,8
807390924,F,Adm-clerical,Private,Some-college,10,Never-married,Own-child,White,Rest_world,NULL,1598,3180.69,22
807652931,F,Prof-specialty,Private,Bachelors,13,Divorced,Not-in-family,Black,America,NULL,7,40.25,3
807741632,F,Sales,Private,Some-college,10,Never-married,Not-in-family,White,America,NULL,69,103.80,31
809940447,M,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,543,1246.17,15
810426803,M,Adm-clerical,Private,Some-college,10,Married-civ-spouse,Husband,White,America,Wholesaler,38,68.37,21
812325241,M,Craft-repair,Private,10th,6,Married-civ-spouse,Husband,White,America,NULL,192,368.48,33
815242522,M,Prof-specialty,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,68,97.58,25
815258910,F,Prof-specialty,Private,Bachelors,13,Never-married,Unmarried,White,America,NULL,47,124.42,19
816446600,M,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,104,220.64,29
817434532,F,Other-service,Private,Some-college,10,Divorced,Not-in-family,White,America,Wholesaler,89,297.78,15
819275245,M,Prof-specialty,Self-emp-inc,Prof-school,15,Divorced,Unmarried,White,America,NULL,45,180.60,10
819505861,M,Prof-specialty,Private,Prof-school,15,Never-married,Not-in-family,Asian-Pac-Islander,Rest_world,Wholesaler,1901,4651.89,62
819983839,M,Sales,Private,Bachelors,13,Never-married,Not-in-family,White,America,NULL,11,43.43,4
823595124,M,Exec-managerial,Federal-gov,Bachelors,13,Married-civ-spouse,Husband,Asian-Pac-Islander,America,Wholesaler,2797,2377.55,68
824112014,F,Adm-clerical,Private,Some-college,10,Never-married,Not-in-family,White,America,NULL,927,1454.22,29
824887264,M,Exec-managerial,Private,Bachelors,13,Never-married,Not-in-family,White,America,NULL,95,220.60,21
824913291,M,Craft-repair,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,America,Personal,12,65.25,5
830768889,F,Adm-clerical,State-gov,HS-grad,9,Married-civ-spouse,Wife,Black,America,NULL,269,775.36,27
834366018,F,Sales,Private,HS-grad,9,Never-married,Not-in-family,White,America,NULL,-8,-14.50,2
835539293,M,Craft-repair,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,68,346.46,16
837310147,F,Prof-specialty,Private,Bachelors,13,Never-married,Not-in-family,White,America,Wholesaler,253,505.25,77
840093166,M,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,Wholesaler,131,252.03,29
840219063,F,Exec-managerial,State-gov,HS-grad,9,Married-spouse-absent,Unmarried,White,America,Wholesaler,350,669.55,25
840408717,F,Sales,Private,9th,5,Widowed,Unmarried,White,America,NULL,1867,3840.77,59
843803688,M,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,200,407.05,27
844800888,F,Prof-specialty,Local-gov,Masters,14,Never-married,Not-in-family,White,America,NULL,1129,1746.84,46
845354337,M,Other-service,Private,HS-grad,9,Never-married,Own-child,White,America,Wholesaler,91,139.55,15
845433892,M,Other-service,Private,Some-college,10,Married-civ-spouse,Husband,White,America,NULL,420,1487.59,22
845854285,M,Prof-specialty,Private,Masters,14,Married-civ-spouse,Husband,White,America,Wholesaler,960,2167.62,100
846640194,F,Adm-clerical,Private,Some-college,10,Married-civ-spouse,Wife,White,America,NULL,6,4.98,1
847183364,M,Farming-fishing,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,65,375.45,23
847263815,F,Sales,Self-emp-not-inc,HS-grad,9,Never-married,Unmarried,Asian-Pac-Islander,America,NULL,25,24.33,11
849041951,F,Sales,Private,Assoc-acdm,12,Never-married,Own-child,White,America,NULL,358,1435.99,29
849094239,F,Adm-clerical,Private,HS-grad,9,Separated,Unmarried,Black,America,NULL,483,1539.31,75
858113311,F,Prof-specialty,Private,Bachelors,13,Never-married,Not-in-family,White,America,NULL,280,822.77,44
858308283,M,Craft-repair,Self-emp-not-inc,9th,5,Married-civ-spouse,Husband,White,America,NULL,709,1694.28,77
858846784,M,Prof-specialty,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,412,1019.00,55
858906250,F,Adm-clerical,Federal-gov,HS-grad,9,Married-civ-spouse,Wife,White,America,NULL,88,343.00,39
858910406,F,Tech-support,Local-gov,Bachelors,13,Never-married,Unmarried,Asian-Pac-Islander,Rest_world,Personal,48,402.80,9
858997738,F,Machine-op-inspct,Private,HS-grad,9,Never-married,Own-child,White,America,NULL,30,73.40,12
859427951,F,Transport-moving,Federal-gov,HS-grad,9,Never-married,Unmarried,Asian-Pac-Islander,America,NULL,19,89.14,5
859986370,M,Prof-specialty,Private,Doctorate,16,Married-civ-spouse,Husband,Asian-Pac-Islander,Rest_world,NULL,140,375.62,28
860134851,M,Prof-specialty,Private,Some-college,10,Married-civ-spouse,Husband,Amer-Indian-Eskimo,America,NULL,136,358.38,38
861662819,M,Prof-specialty,Federal-gov,Masters,14,Married-civ-spouse,Husband,White,America,NULL,3,448.31,14
863442474,M,Prof-specialty,Private,Prof-school,15,Married-civ-spouse,Husband,White,America,NULL,168,640.01,21
864691602,M,Other-service,Self-emp-not-inc,11th,7,Married-civ-spouse,Husband,White,America,NULL,59,180.14,10
866607054,M,Exec-managerial,Private,Masters,14,Never-married,Not-in-family,White,America,NULL,168,485.10,27
867279265,F,Prof-specialty,Local-gov,Bachelors,13,Separated,Unmarried,White,America,Wholesaler,296,969.32,33
867600468,F,Exec-managerial,Private,Bachelors,13,Married-civ-spouse,Wife,White,America,NULL,2,590.00,1
869434500,M,Craft-repair,Private,Some-college,10,Married-civ-spouse,Husband,White,America,NULL,352,908.01,66
869862816,M,Craft-repair,Private,Bachelors,13,Never-married,Own-child,White,America,NULL,242,844.90,47
872773143,M,Prof-specialty,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,1031,2697.31,29
874523763,M,Craft-repair,Self-emp-not-inc,HS-grad,9,Divorced,Not-in-family,White,America,Wholesaler,56,127.32,13
876851107,M,?,?,Some-college,10,Never-married,Own-child,White,America,NULL,81,293.35,20
877631409,F,Sales,Private,HS-grad,9,Never-married,Not-in-family,White,America,NULL,3,23.30,2
878554400,M,Exec-managerial,Private,Bachelors,13,Divorced,Not-in-family,White,Rest_world,NULL,9,30.35,2
879615188,F,Prof-specialty,Private,Masters,14,Married-civ-spouse,Wife,White,America,NULL,508,301.08,47
880164956,F,?,?,HS-grad,9,Widowed,Not-in-family,White,America,Wholesaler,226,325.14,11
881880821,M,Machine-op-inspct,Private,11th,7,Married-civ-spouse,Husband,White,America,NULL,1230,2306.54,47
883226978,F,Protective-serv,Private,Bachelors,13,Never-married,Own-child,White,America,NULL,9,15.17,6
883965122,F,Adm-clerical,Private,Bachelors,13,Never-married,Own-child,Asian-Pac-Islander,Rest_world,NULL,141,530.82,55
886131780,M,Prof-specialty,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Husband,White,America,NULL,50,96.29,32
888232977,M,Craft-repair,Private,11th,7,Separated,Not-in-family,White,Rest_world,NULL,91,407.32,36
888408539,F,?,?,HS-grad,9,Married-civ-spouse,Own-child,White,America,NULL,334,156.96,9
888832535,F,Prof-specialty,Private,Some-college,10,Divorced,Not-in-family,White,America,NULL,255,523.21,81
889556932,F,Prof-specialty,Local-gov,Bachelors,13,Divorced,Unmarried,White,America,NULL,88,267.84,28
889688248,M,Sales,Private,HS-grad,9,Never-married,Own-child,White,America,NULL,287,214.31,13
892526825,M,Sales,Self-emp-inc,Masters,14,Married-civ-spouse,Husband,White,America,NULL,-22,-9.70,7
895161263,M,Handlers-cleaners,Private,HS-grad,9,Married-civ-spouse,Husband,Black,America,NULL,253,795.42,80
895847919,M,Craft-repair,Federal-gov,Some-college,10,Married-civ-spouse,Husband,White,America,NULL,102,149.47,46
896751077,F,Machine-op-inspct,Private,Some-college,10,Divorced,Own-child,White,America,NULL,62,92.47,11
896974291,M,Farming-fishing,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Husband,White,America,NULL,197,274.94,19
897848969,M,Other-service,Private,Bachelors,13,Never-married,Other-relative,White,America,NULL,131,312.01,30
898382124,M,Handlers-cleaners,Private,HS-grad,9,Never-married,Own-child,White,America,NULL,98,419.98,14
900183752,M,Craft-repair,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,175,704.14,21
901084514,M,Prof-specialty,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Husband,White,America,NULL,149,534.57,26
901344692,F,Machine-op-inspct,Private,5th-6th,3,Married-civ-spouse,Wife,Asian-Pac-Islander,Rest_world,NULL,104,415.94,17
901698035,F,Tech-support,Private,Bachelors,13,Widowed,Unmarried,White,America,Wholesaler,17,-4.57,8
901726546,M,Tech-support,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,621,855.96,21
904048318,M,Prof-specialty,Private,Bachelors,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Rest_world,NULL,240,596.35,25
906089874,F,Machine-op-inspct,Private,HS-grad,9,Divorced,Unmarried,White,America,NULL,2,2.50,1
907890607,M,Craft-repair,Self-emp-not-inc,Bachelors,13,Divorced,Own-child,White,America,NULL,258,822.60,4
910979208,M,Farming-fishing,Private,HS-grad,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Rest_world,NULL,76,244.40,23
912601505,M,Transport-moving,Local-gov,HS-grad,9,Divorced,Other-relative,White,America,NULL,331,885.67,45
916916557,M,Armed-Forces,Federal-gov,Some-college,10,Never-married,Other-relative,White,America,Personal,81,227.82,15
917231671,M,Other-service,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,51,114.12,28
918092105,M,?,?,Some-college,10,Never-married,Own-child,White,America,NULL,422,1855.68,90
919696931,M,Exec-managerial,Private,Some-college,10,Widowed,Not-in-family,White,America,Personal,8,39.60,1
923375223,M,Adm-clerical,State-gov,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,56,129.47,38
926845213,F,Adm-clerical,Private,Assoc-acdm,12,Never-married,Own-child,White,America,NULL,-3,520.12,2
927746093,M,Exec-managerial,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,42705,49638.08,34
928226753,M,Exec-managerial,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,450,867.30,91
928282037,F,Adm-clerical,Private,Some-college,10,Never-married,Own-child,White,America,NULL,87,253.62,19
928962786,M,Craft-repair,Private,7th-8th,4,Married-civ-spouse,Husband,White,America,Wholesaler,98,261.31,21
932181365,M,Handlers-cleaners,Private,1st-4th,2,Never-married,Not-in-family,White,America,NULL,1,4.25,1
934798257,M,Handlers-cleaners,Private,Some-college,10,Never-married,Own-child,White,America,Wholesaler,132,513.00,22
939054712,M,Prof-specialty,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,America,Wholesaler,1838,1661.91,25
939531013,F,Exec-managerial,Private,HS-grad,9,Never-married,Not-in-family,White,America,NULL,555,586.90,75
939708290,M,Craft-repair,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,America,NULL,32,148.73,12
940721957,M,Craft-repair,Private,HS-grad,9,Never-married,Own-child,White,America,NULL,3571,3770.12,3
940743760,M,?,?,HS-grad,9,Married-spouse-absent,Not-in-family,White,America,NULL,94,281.60,30
940893689,F,Prof-specialty,Local-gov,Bachelors,13,Divorced,Unmarried,Black,America,Wholesaler,61,181.26,12
941206749,M,Adm-clerical,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,33,119.50,27
942014755,M,Sales,Self-emp-not-inc,HS-grad,9,Divorced,Not-in-family,White,America,NULL,59,223.37,16
942195923,F,Craft-repair,Private,HS-grad,9,Separated,Not-in-family,White,America,Wholesaler,116,386.06,10
943244321,M,Transport-moving,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,51,160.01,15
943760890,M,Exec-managerial,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,America,NULL,135,738.54,13
946015851,M,Protective-serv,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,America,Wholesaler,69,274.99,21
946892891,F,?,?,Some-college,10,Never-married,Own-child,Black,Rest_world,NULL,-61,-68.43,11
949736589,F,?,?,HS-grad,9,Divorced,Unmarried,White,America,NULL,12,47.23,9
949996606,M,Exec-managerial,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,472,1055.46,60
951485985,M,Other-service,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,4,440.00,1
951718796,M,Sales,Private,Some-college,10,Married-spouse-absent,Not-in-family,White,America,NULL,53,122.73,11
952709761,F,Prof-specialty,Private,Bachelors,13,Divorced,Not-in-family,White,America,NULL,145,506.30,15
953526950,M,Prof-specialty,Private,Prof-school,15,Married-civ-spouse,Husband,Black,America,NULL,250,871.56,38
955027123,M,Tech-support,Private,HS-grad,9,Separated,Not-in-family,White,America,NULL,805,2623.12,38
955636469,M,Protective-serv,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,39,91.85,10
956331923,M,Handlers-cleaners,State-gov,Some-college,10,Never-married,Not-in-family,White,America,NULL,79,163.11,49
957649147,M,Sales,Private,Bachelors,13,Never-married,Not-in-family,White,America,NULL,152,290.14,18
960583773,M,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,167,507.66,10
961206418,M,Craft-repair,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,America,Wholesaler,91,261.64,16
961647741,F,Machine-op-inspct,Private,5th-6th,3,Never-married,Not-in-family,White,Rest_world,Wholesaler,442,1088.58,40
961928872,M,Machine-op-inspct,Private,9th,5,Married-civ-spouse,Husband,White,America,NULL,952,1929.56,74
962229687,M,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,Wholesaler,822,2323.35,46
962660752,F,Tech-support,Private,HS-grad,9,Divorced,Unmarried,White,America,Wholesaler,24,53.76,13
962717815,M,Craft-repair,Private,Bachelors,13,Never-married,Not-in-family,White,America,NULL,103,422.05,33
963069879,M,Handlers-cleaners,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,164,26.20,18
963932904,M,?,?,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,44,276.79,14
964757727,M,Sales,Private,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,253,880.91,44
965078229,F,Machine-op-inspct,Private,HS-grad,9,Separated,Unmarried,White,Rest_world,NULL,19,77.84,36
965438885,M,Machine-op-inspct,Private,10th,6,Divorced,Not-in-family,Black,America,Wholesaler,103,233.23,37
965484169,M,Sales,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,199,515.18,36
968249265,F,Craft-repair,Private,11th,7,Divorced,Unmarried,White,America,Wholesaler,7,26.85,5
968854142,F,Adm-clerical,Private,Some-college,10,Never-married,Own-child,White,America,NULL,-158,-295.09,21
970198358,F,Prof-specialty,State-gov,Assoc-acdm,12,Widowed,Not-in-family,White,America,NULL,50,256.39,15
970296042,F,Adm-clerical,Federal-gov,Some-college,10,Never-married,Unmarried,Black,America,NULL,86,61.09,32
970457535,M,Handlers-cleaners,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,America,NULL,53,221.47,21
970757521,F,Other-service,Private,Assoc-acdm,12,Married-civ-spouse,Wife,White,Rest_world,NULL,205,521.04,50
971656587,M,Craft-repair,Private,HS-grad,9,Divorced,Own-child,White,Rest_world,NULL,32,84.64,11
971957310,M,Transport-moving,Private,11th,7,Married-civ-spouse,Husband,White,America,Wholesaler,304,483.66,138
974314588,F,Adm-clerical,Private,Some-college,10,Never-married,Not-in-family,White,America,NULL,16,40.50,5
975133898,M,Machine-op-inspct,Private,HS-grad,9,Married-civ-spouse,Husband,Black,America,NULL,7,7.42,1
975858640,F,Prof-specialty,Private,Bachelors,13,Never-married,Not-in-family,White,America,NULL,166,370.96,14
977227286,F,Sales,Private,Assoc-acdm,12,Divorced,Unmarried,White,America,Wholesaler,511,1509.15,58
977458789,M,Protective-serv,State-gov,Some-college,10,Never-married,Not-in-family,White,America,NULL,1196,3760.20,71
977848971,M,Exec-managerial,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,America,Wholesaler,78,302.12,15
980338551,M,Prof-specialty,Local-gov,Bachelors,13,Married-civ-spouse,Husband,Black,America,NULL,1165,3351.13,37
980551032,M,Transport-moving,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Rest_world,Wholesaler,789,1495.94,24
981165875,F,Adm-clerical,Private,Bachelors,13,Widowed,Not-in-family,White,America,Wholesaler,115,199.04,41
981959325,M,Craft-repair,Private,HS-grad,9,Never-married,Own-child,White,America,NULL,48,105.57,12
982460104,F,Prof-specialty,Federal-gov,Prof-school,15,Never-married,Not-in-family,Asian-Pac-Islander,America,NULL,2315,2833.79,64
982593658,F,?,?,HS-grad,9,Separated,Unmarried,Black,America,Personal,92,268.20,9
983546485,M,Sales,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,America,Personal,-335,-257.95,5
983909095,M,Transport-moving,Private,HS-grad,9,Married-civ-spouse,Husband,Black,America,NULL,8,64.80,2
984834121,M,Adm-clerical,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,America,NULL,124,365.90,23
985742226,M,Other-service,Private,Assoc-acdm,12,Never-married,Own-child,White,Rest_world,NULL,302,831.31,22
986173731,F,Machine-op-inspct,Private,HS-grad,9,Never-married,Unmarried,White,America,NULL,132,405.86,13
987229550,M,Transport-moving,Private,HS-grad,9,Divorced,Not-in-family,White,America,Wholesaler,463,1030.64,50
987470848,M,Sales,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,America,NULL,55,114.90,13
987524208,M,Other-service,Private,12th,8,Married-civ-spouse,Husband,White,Rest_world,Wholesaler,121,403.92,23
989185573,M,Protective-serv,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,NULL,250,788.82,91
990833635,M,Machine-op-inspct,Private,11th,7,Never-married,Not-in-family,White,America,NULL,311,553.17,17
991614018,M,Transport-moving,State-gov,HS-grad,9,Married-civ-spouse,Husband,Black,America,NULL,17,65.65,6
991757614,M,Sales,Private,HS-grad,9,Divorced,Not-in-family,White,America,NULL,41,54.85,13
991760281,M,Craft-repair,Private,HS-grad,9,Divorced,Not-in-family,White,America,NULL,29,52.95,5
992679444,F,Tech-support,State-gov,HS-grad,9,Divorced,Not-in-family,White,America,Personal,108,408.92,13
993121630,M,Sales,Private,Some-college,10,Married-civ-spouse,Husband,White,America,NULL,-6,-16.85,3
993430557,M,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,America,Personal,787,883.65,61
996038447,F,Other-service,State-gov,1st-4th,2,Widowed,Not-in-family,White,America,NULL,62,132.45,32
997284611,M,Farming-fishing,Self-emp-not-inc,HS-grad,9,Never-married,Own-child,Asian-Pac-Islander,America,NULL,404,532.80,5
997576269,M,Protective-serv,State-gov,Some-college,10,Married-civ-spouse,Husband,White,America,NULL,168,388.24,38
